sid,symbol,name,c_name,localSymbol,exchange,currency,gateway,secType
300161,300161,华中数控,机械行业,300161,szse,CNY,STOCK,STK
300162,300162,雷曼股份,电子器件,300162,szse,CNY,STOCK,STK
300163,300163,先锋新材,建筑建材,300163,szse,CNY,STOCK,STK
300164,300164,通源石油,石油行业,300164,szse,CNY,STOCK,STK
300165,300165,天瑞仪器,仪器仪表,300165,szse,CNY,STOCK,STK
300166,300166,东方国信,电子信息,300166,szse,CNY,STOCK,STK
300167,300167,迪威视讯,电子信息,300167,szse,CNY,STOCK,STK
300168,300168,万达信息,电子信息,300168,szse,CNY,STOCK,STK
300169,300169,天晟新材,塑料制品,300169,szse,CNY,STOCK,STK
300170,300170,汉得信息,电子信息,300170,szse,CNY,STOCK,STK
300171,300171,东富龙,医疗器械,300171,szse,CNY,STOCK,STK
300172,300172,中电环保,环保行业,300172,szse,CNY,STOCK,STK
300173,300173,智慧松德,机械行业,300173,szse,CNY,STOCK,STK
300174,300174,元力股份,化工行业,300174,szse,CNY,STOCK,STK
300175,300175,朗源股份,食品行业,300175,szse,CNY,STOCK,STK
300176,300176,鸿特精密,汽车制造,300176,szse,CNY,STOCK,STK
300177,300177,中海达,电子信息,300177,szse,CNY,STOCK,STK
300178,300178,腾邦国际,酒店旅游,300178,szse,CNY,STOCK,STK
300179,300179,四方达,其它行业,300179,szse,CNY,STOCK,STK
300180,300180,华峰超纤,化纤行业,300180,szse,CNY,STOCK,STK
300181,300181,佐力药业,生物制药,300181,szse,CNY,STOCK,STK
300182,300182,捷成股份,电子信息,300182,szse,CNY,STOCK,STK
300183,300183,东软载波,电子信息,300183,szse,CNY,STOCK,STK
300184,300184,力源信息,电子器件,300184,szse,CNY,STOCK,STK
300185,300185,通裕重工,机械行业,300185,szse,CNY,STOCK,STK
300187,300187,永清环保,环保行业,300187,szse,CNY,STOCK,STK
300188,300188,美亚柏科,电子信息,300188,szse,CNY,STOCK,STK
300189,300189,神农基因,农林牧渔,300189,szse,CNY,STOCK,STK
300190,300190,维尔利,环保行业,300190,szse,CNY,STOCK,STK
300191,300191,潜能恒信,石油行业,300191,szse,CNY,STOCK,STK
300192,300192,科斯伍德,化工行业,300192,szse,CNY,STOCK,STK
300193,300193,佳士科技,机械行业,300193,szse,CNY,STOCK,STK
300194,300194,福安药业,生物制药,300194,szse,CNY,STOCK,STK
300195,300195,长荣股份,机械行业,300195,szse,CNY,STOCK,STK
300196,300196,长海股份,玻璃行业,300196,szse,CNY,STOCK,STK
300197,300197,铁汉生态,环保行业,300197,szse,CNY,STOCK,STK
300198,300198,纳川股份,塑料制品,300198,szse,CNY,STOCK,STK
300199,300199,翰宇药业,生物制药,300199,szse,CNY,STOCK,STK
300200,300200,高盟新材,化工行业,300200,szse,CNY,STOCK,STK
300201,300201,海伦哲,机械行业,300201,szse,CNY,STOCK,STK
300202,300202,聚龙股份,机械行业,300202,szse,CNY,STOCK,STK
300203,300203,聚光科技,仪器仪表,300203,szse,CNY,STOCK,STK
300204,300204,舒泰神,生物制药,300204,szse,CNY,STOCK,STK
300205,300205,天喻信息,电子器件,300205,szse,CNY,STOCK,STK
300206,300206,理邦仪器,医疗器械,300206,szse,CNY,STOCK,STK
300207,300207,欣旺达,电子器件,300207,szse,CNY,STOCK,STK
300208,300208,恒顺众昇,发电设备,300208,szse,CNY,STOCK,STK
300209,300209,天泽信息,电子信息,300209,szse,CNY,STOCK,STK
300210,300210,森远股份,机械行业,300210,szse,CNY,STOCK,STK
300211,300211,亿通科技,电子信息,300211,szse,CNY,STOCK,STK
300212,300212,易华录,电子信息,300212,szse,CNY,STOCK,STK
300213,300213,佳讯飞鸿,电子信息,300213,szse,CNY,STOCK,STK
300214,300214,日科化学,化工行业,300214,szse,CNY,STOCK,STK
300215,300215,电科院,电子器件,300215,szse,CNY,STOCK,STK
300216,300216,千山药机,医疗器械,300216,szse,CNY,STOCK,STK
300217,300217,东方电热,电器行业,300217,szse,CNY,STOCK,STK
300218,300218,安利股份,塑料制品,300218,szse,CNY,STOCK,STK
300219,300219,鸿利智汇,电子器件,300219,szse,CNY,STOCK,STK
300220,300220,金运激光,电子器件,300220,szse,CNY,STOCK,STK
300221,300221,银禧科技,塑料制品,300221,szse,CNY,STOCK,STK
300222,300222,科大智能,电器行业,300222,szse,CNY,STOCK,STK
300223,300223,北京君正,电子器件,300223,szse,CNY,STOCK,STK
300224,300224,正海磁材,电子器件,300224,szse,CNY,STOCK,STK
300225,300225,金力泰,化工行业,300225,szse,CNY,STOCK,STK
300226,300226,上海钢联,电子信息,300226,szse,CNY,STOCK,STK
300227,300227,光韵达,电子器件,300227,szse,CNY,STOCK,STK
300228,300228,富瑞特装,机械行业,300228,szse,CNY,STOCK,STK
300229,300229,拓尔思,电子信息,300229,szse,CNY,STOCK,STK
300230,300230,永利股份,塑料制品,300230,szse,CNY,STOCK,STK
300231,300231,银信科技,电子信息,300231,szse,CNY,STOCK,STK
300232,300232,洲明科技,电子器件,300232,szse,CNY,STOCK,STK
300233,300233,金城医药,生物制药,300233,szse,CNY,STOCK,STK
300234,300234,开尔新材,陶瓷行业,300234,szse,CNY,STOCK,STK
300235,300235,方直科技,电子信息,300235,szse,CNY,STOCK,STK
300236,300236,上海新阳,化工行业,300236,szse,CNY,STOCK,STK
300237,300237,美晨科技,化工行业,300237,szse,CNY,STOCK,STK
300238,300238,冠昊生物,医疗器械,300238,szse,CNY,STOCK,STK
300239,300239,东宝生物,生物制药,300239,szse,CNY,STOCK,STK
300240,300240,飞力达,交通运输,300240,szse,CNY,STOCK,STK
300241,300241,瑞丰光电,电子器件,300241,szse,CNY,STOCK,STK
300242,300242,明家联合,电子器件,300242,szse,CNY,STOCK,STK
300243,300243,瑞丰高材,化工行业,300243,szse,CNY,STOCK,STK
300244,300244,迪安诊断,医疗器械,300244,szse,CNY,STOCK,STK
300245,300245,天玑科技,电子信息,300245,szse,CNY,STOCK,STK
300246,300246,宝莱特,医疗器械,300246,szse,CNY,STOCK,STK
300247,300247,乐金健康,医疗器械,300247,szse,CNY,STOCK,STK
300248,300248,新开普,电子信息,300248,szse,CNY,STOCK,STK
300249,300249,依米康,机械行业,300249,szse,CNY,STOCK,STK
300250,300250,初灵信息,电子信息,300250,szse,CNY,STOCK,STK
300251,300251,光线传媒,传媒娱乐,300251,szse,CNY,STOCK,STK
300252,300252,金信诺,电器行业,300252,szse,CNY,STOCK,STK
300253,300253,卫宁健康,电子信息,300253,szse,CNY,STOCK,STK
300254,300254,仟源医药,生物制药,300254,szse,CNY,STOCK,STK
300255,300255,常山药业,生物制药,300255,szse,CNY,STOCK,STK
300256,300256,星星科技,电子器件,300256,szse,CNY,STOCK,STK
300257,300257,开山股份,机械行业,300257,szse,CNY,STOCK,STK
300258,300258,精锻科技,汽车制造,300258,szse,CNY,STOCK,STK
300259,300259,新天科技,仪器仪表,300259,szse,CNY,STOCK,STK
300260,300260,新莱应材,机械行业,300260,szse,CNY,STOCK,STK
300261,300261,雅本化学,农药化肥,300261,szse,CNY,STOCK,STK
300262,300262,巴安水务,环保行业,300262,szse,CNY,STOCK,STK
300263,300263,隆华节能,机械行业,300263,szse,CNY,STOCK,STK
300264,300264,佳创视讯,电子信息,300264,szse,CNY,STOCK,STK
300265,300265,通光线缆,电器行业,300265,szse,CNY,STOCK,STK
300266,300266,兴源环境,机械行业,300266,szse,CNY,STOCK,STK
300267,300267,尔康制药,生物制药,300267,szse,CNY,STOCK,STK
300268,300268,万福生科,农林牧渔,300268,szse,CNY,STOCK,STK
300269,300269,联建光电,电子器件,300269,szse,CNY,STOCK,STK
300270,300270,中威电子,电子信息,300270,szse,CNY,STOCK,STK
300271,300271,华宇软件,电子信息,300271,szse,CNY,STOCK,STK
300272,300272,开能环保,机械行业,300272,szse,CNY,STOCK,STK
300273,300273,和佳股份,医疗器械,300273,szse,CNY,STOCK,STK
300274,300274,阳光电源,电器行业,300274,szse,CNY,STOCK,STK
300275,300275,梅安森,电子信息,300275,szse,CNY,STOCK,STK
300276,300276,三丰智能,机械行业,300276,szse,CNY,STOCK,STK
300277,300277,海联讯,电子信息,300277,szse,CNY,STOCK,STK
300278,300278,华昌达,机械行业,300278,szse,CNY,STOCK,STK
300279,300279,和晶科技,电子器件,300279,szse,CNY,STOCK,STK
300280,300280,南通锻压,机械行业,300280,szse,CNY,STOCK,STK
300281,300281,金明精机,机械行业,300281,szse,CNY,STOCK,STK
300282,300282,汇冠股份,电子信息,300282,szse,CNY,STOCK,STK
300283,300283,温州宏丰,电器行业,300283,szse,CNY,STOCK,STK
300284,300284,苏交科,建筑建材,300284,szse,CNY,STOCK,STK
300285,300285,国瓷材料,化工行业,300285,szse,CNY,STOCK,STK
300286,300286,安科瑞,仪器仪表,300286,szse,CNY,STOCK,STK
300287,300287,飞利信,电子信息,300287,szse,CNY,STOCK,STK
300288,300288,朗玛信息,电子信息,300288,szse,CNY,STOCK,STK
300289,300289,利德曼,生物制药,300289,szse,CNY,STOCK,STK
300290,300290,荣科科技,电子信息,300290,szse,CNY,STOCK,STK
300291,300291,华录百纳,传媒娱乐,300291,szse,CNY,STOCK,STK
300292,300292,吴通控股,电子信息,300292,szse,CNY,STOCK,STK
300293,300293,蓝英装备,机械行业,300293,szse,CNY,STOCK,STK
300294,300294,博雅生物,生物制药,300294,szse,CNY,STOCK,STK
300295,300295,三六五网,电子信息,300295,szse,CNY,STOCK,STK
300296,300296,利亚德,电子器件,300296,szse,CNY,STOCK,STK
300297,300297,蓝盾股份,电子信息,300297,szse,CNY,STOCK,STK
300298,300298,三诺生物,医疗器械,300298,szse,CNY,STOCK,STK
300299,300299,富春通信,电子信息,300299,szse,CNY,STOCK,STK
300300,300300,汉鼎宇佑,电子信息,300300,szse,CNY,STOCK,STK
300301,300301,长方集团,电子器件,300301,szse,CNY,STOCK,STK
300302,300302,同有科技,电子信息,300302,szse,CNY,STOCK,STK
300303,300303,聚飞光电,电子器件,300303,szse,CNY,STOCK,STK
300304,300304,云意电气,汽车制造,300304,szse,CNY,STOCK,STK
300305,300305,裕兴股份,塑料制品,300305,szse,CNY,STOCK,STK
300306,300306,远方光电,仪器仪表,300306,szse,CNY,STOCK,STK
300307,300307,慈星股份,机械行业,300307,szse,CNY,STOCK,STK
300308,300308,中际装备,机械行业,300308,szse,CNY,STOCK,STK
300309,300309,吉艾科技,机械行业,300309,szse,CNY,STOCK,STK
300310,300310,宜通世纪,电子信息,300310,szse,CNY,STOCK,STK
300311,300311,任子行,电子信息,300311,szse,CNY,STOCK,STK
300312,300312,邦讯技术,电子信息,300312,szse,CNY,STOCK,STK
300313,300313,天山生物,农林牧渔,300313,szse,CNY,STOCK,STK
300314,300314,戴维医疗,医疗器械,300314,szse,CNY,STOCK,STK
300315,300315,掌趣科技,电子信息,300315,szse,CNY,STOCK,STK
300316,300316,晶盛机电,机械行业,300316,szse,CNY,STOCK,STK
300317,300317,珈伟股份,电子器件,300317,szse,CNY,STOCK,STK
300318,300318,博晖创新,医疗器械,300318,szse,CNY,STOCK,STK
300319,300319,麦捷科技,电子器件,300319,szse,CNY,STOCK,STK
300320,300320,海达股份,化工行业,300320,szse,CNY,STOCK,STK
300321,300321,同大股份,塑料制品,300321,szse,CNY,STOCK,STK
300322,300322,硕贝德,电子信息,300322,szse,CNY,STOCK,STK
300323,300323,华灿光电,电子器件,300323,szse,CNY,STOCK,STK
300324,300324,旋极信息,电子信息,300324,szse,CNY,STOCK,STK
300325,300325,德威新材,塑料制品,300325,szse,CNY,STOCK,STK
300326,300326,凯利泰,医疗器械,300326,szse,CNY,STOCK,STK
300327,300327,中颖电子,电子器件,300327,szse,CNY,STOCK,STK
300330,300330,华虹计通,电子信息,300330,szse,CNY,STOCK,STK
300331,300331,苏大维格,电子器件,300331,szse,CNY,STOCK,STK
300332,300332,天壕环境,环保行业,300332,szse,CNY,STOCK,STK
300333,300333,兆日科技,电子信息,300333,szse,CNY,STOCK,STK
300334,300334,津膜科技,机械行业,300334,szse,CNY,STOCK,STK
300335,300335,迪森股份,环保行业,300335,szse,CNY,STOCK,STK
300336,300336,新文化,传媒娱乐,300336,szse,CNY,STOCK,STK
300338,300338,开元仪器,仪器仪表,300338,szse,CNY,STOCK,STK
300339,300339,润和软件,电子信息,300339,szse,CNY,STOCK,STK
300340,300340,科恒股份,电子器件,300340,szse,CNY,STOCK,STK
300341,300341,麦迪电气,发电设备,300341,szse,CNY,STOCK,STK
300342,300342,天银机电,电子器件,300342,szse,CNY,STOCK,STK
300343,300343,联创互联,化工行业,300343,szse,CNY,STOCK,STK
300344,300344,太空板业,建筑建材,300344,szse,CNY,STOCK,STK
300345,300345,红宇新材,钢铁行业,300345,szse,CNY,STOCK,STK
300346,300346,南大光电,电子器件,300346,szse,CNY,STOCK,STK
300347,300347,泰格医药,医疗器械,300347,szse,CNY,STOCK,STK
300348,300348,长亮科技,电子信息,300348,szse,CNY,STOCK,STK
300349,300349,金卡智能,仪器仪表,300349,szse,CNY,STOCK,STK
300350,300350,华鹏飞,交通运输,300350,szse,CNY,STOCK,STK
300351,300351,永贵电器,电子器件,300351,szse,CNY,STOCK,STK
300352,300352,北信源,电子信息,300352,szse,CNY,STOCK,STK
300353,300353,东土科技,电子信息,300353,szse,CNY,STOCK,STK
300354,300354,东华测试,仪器仪表,300354,szse,CNY,STOCK,STK
300355,300355,蒙草生态,环保行业,300355,szse,CNY,STOCK,STK
300356,300356,光一科技,电器行业,300356,szse,CNY,STOCK,STK
300357,300357,我武生物,生物制药,300357,szse,CNY,STOCK,STK
300358,300358,楚天科技,机械行业,300358,szse,CNY,STOCK,STK
300359,300359,全通教育,电子信息,300359,szse,CNY,STOCK,STK
300360,300360,炬华科技,仪器仪表,300360,szse,CNY,STOCK,STK
300362,300362,天翔环境,机械行业,300362,szse,CNY,STOCK,STK
300363,300363,博腾股份,生物制药,300363,szse,CNY,STOCK,STK
300364,300364,中文在线,传媒娱乐,300364,szse,CNY,STOCK,STK
300365,300365,恒华科技,电子信息,300365,szse,CNY,STOCK,STK
300366,300366,创意信息,电子信息,300366,szse,CNY,STOCK,STK
300367,300367,东方网力,电子信息,300367,szse,CNY,STOCK,STK
300368,300368,汇金股份,机械行业,300368,szse,CNY,STOCK,STK
300369,300369,绿盟科技,电子信息,300369,szse,CNY,STOCK,STK
300370,300370,安控科技,仪器仪表,300370,szse,CNY,STOCK,STK
300371,300371,汇中股份,仪器仪表,300371,szse,CNY,STOCK,STK
300372,300372,欣泰电气,发电设备,300372,szse,CNY,STOCK,STK
300373,300373,扬杰科技,电子器件,300373,szse,CNY,STOCK,STK
300374,300374,恒通科技,建筑建材,300374,szse,CNY,STOCK,STK
300375,300375,鹏翎股份,汽车制造,300375,szse,CNY,STOCK,STK
300376,300376,易事特,电器行业,300376,szse,CNY,STOCK,STK
300377,300377,赢时胜,电子信息,300377,szse,CNY,STOCK,STK
300378,300378,鼎捷软件,电子信息,300378,szse,CNY,STOCK,STK
300379,300379,东方通,电子信息,300379,szse,CNY,STOCK,STK
300380,300380,安硕信息,电子信息,300380,szse,CNY,STOCK,STK
300381,300381,溢多利,农林牧渔,300381,szse,CNY,STOCK,STK
300382,300382,斯莱克,机械行业,300382,szse,CNY,STOCK,STK
300383,300383,光环新网,电子信息,300383,szse,CNY,STOCK,STK
300384,300384,三联虹普,纺织机械,300384,szse,CNY,STOCK,STK
300385,300385,雪浪环境,机械行业,300385,szse,CNY,STOCK,STK
300386,300386,飞天诚信,电子信息,300386,szse,CNY,STOCK,STK
300387,300387,富邦股份,化工行业,300387,szse,CNY,STOCK,STK
300388,300388,国祯环保,环保行业,300388,szse,CNY,STOCK,STK
300389,300389,艾比森,电子器件,300389,szse,CNY,STOCK,STK
300390,300390,天华超净,电子信息,300390,szse,CNY,STOCK,STK
300391,300391,康跃科技,机械行业,300391,szse,CNY,STOCK,STK
300392,300392,腾信股份,电子信息,300392,szse,CNY,STOCK,STK
300393,300393,中来股份,塑料制品,300393,szse,CNY,STOCK,STK
300394,300394,天孚通信,电子信息,300394,szse,CNY,STOCK,STK
300395,300395,菲利华,玻璃行业,300395,szse,CNY,STOCK,STK
300396,300396,迪瑞医疗,医疗器械,300396,szse,CNY,STOCK,STK
300397,300397,天和防务,电子信息,300397,szse,CNY,STOCK,STK
300398,300398,飞凯材料,化工行业,300398,szse,CNY,STOCK,STK
300399,300399,京天利,电子信息,300399,szse,CNY,STOCK,STK
300400,300400,劲拓股份,机械行业,300400,szse,CNY,STOCK,STK
300401,300401,花园生物,食品行业,300401,szse,CNY,STOCK,STK
300402,300402,宝色股份,机械行业,300402,szse,CNY,STOCK,STK
300403,300403,地尔汉宇,电器行业,300403,szse,CNY,STOCK,STK
300404,300404,博济医药,医疗器械,300404,szse,CNY,STOCK,STK
300405,300405,科隆精化,化工行业,300405,szse,CNY,STOCK,STK
300406,300406,九强生物,生物制药,300406,szse,CNY,STOCK,STK
300407,300407,凯发电气,电器行业,300407,szse,CNY,STOCK,STK
300408,300408,三环集团,电子器件,300408,szse,CNY,STOCK,STK
300409,300409,道氏技术,陶瓷行业,300409,szse,CNY,STOCK,STK
300410,300410,正业科技,仪器仪表,300410,szse,CNY,STOCK,STK
300411,300411,金盾股份,机械行业,300411,szse,CNY,STOCK,STK
300412,300412,迦南科技,医疗器械,300412,szse,CNY,STOCK,STK
300413,300413,快乐购,商业百货,300413,szse,CNY,STOCK,STK
300414,300414,中光防雷,电子器件,300414,szse,CNY,STOCK,STK
300415,300415,伊之密,机械行业,300415,szse,CNY,STOCK,STK
300416,300416,苏试试验,仪器仪表,300416,szse,CNY,STOCK,STK
300417,300417,南华仪器,仪器仪表,300417,szse,CNY,STOCK,STK
300418,300418,昆仑万维,电子信息,300418,szse,CNY,STOCK,STK
300419,300419,浩丰科技,电子信息,300419,szse,CNY,STOCK,STK
300420,300420,五洋科技,机械行业,300420,szse,CNY,STOCK,STK
300421,300421,力星股份,机械行业,300421,szse,CNY,STOCK,STK
300422,300422,博世科,环保行业,300422,szse,CNY,STOCK,STK
300423,300423,鲁亿通,电力行业,300423,szse,CNY,STOCK,STK
300424,300424,航新科技,飞机制造,300424,szse,CNY,STOCK,STK
300425,300425,环能科技,机械行业,300425,szse,CNY,STOCK,STK
300426,300426,唐德影视,传媒娱乐,300426,szse,CNY,STOCK,STK
300427,300427,红相电力,机械行业,300427,szse,CNY,STOCK,STK
300429,300429,强力新材,化工行业,300429,szse,CNY,STOCK,STK
300430,300430,诚益通,仪器仪表,300430,szse,CNY,STOCK,STK
300431,300431,暴风集团,电子信息,300431,szse,CNY,STOCK,STK
300432,300432,富临精工,汽车制造,300432,szse,CNY,STOCK,STK
300433,300433,蓝思科技,电子器件,300433,szse,CNY,STOCK,STK
300434,300434,金石东方,机械行业,300434,szse,CNY,STOCK,STK
300435,300435,中泰股份,机械行业,300435,szse,CNY,STOCK,STK
300436,300436,广生堂,生物制药,300436,szse,CNY,STOCK,STK
300437,300437,清水源,化工行业,300437,szse,CNY,STOCK,STK
300438,300438,鹏辉能源,电器行业,300438,szse,CNY,STOCK,STK
300439,300439,美康生物,生物制药,300439,szse,CNY,STOCK,STK
300440,300440,运达科技,电子信息,300440,szse,CNY,STOCK,STK
300441,300441,鲍斯股份,机械行业,300441,szse,CNY,STOCK,STK
300442,300442,普丽盛,机械行业,300442,szse,CNY,STOCK,STK
300443,300443,金雷风电,机械行业,300443,szse,CNY,STOCK,STK
300444,300444,双杰电气,发电设备,300444,szse,CNY,STOCK,STK
300445,300445,康斯特,仪器仪表,300445,szse,CNY,STOCK,STK
300446,300446,乐凯新材,化工行业,300446,szse,CNY,STOCK,STK
300447,300447,全信股份,电器行业,300447,szse,CNY,STOCK,STK
300448,300448,浩云科技,电子信息,300448,szse,CNY,STOCK,STK
300449,300449,汉邦高科,电子信息,300449,szse,CNY,STOCK,STK
300450,300450,先导智能,其它行业,300450,szse,CNY,STOCK,STK
300451,300451,创业软件,其它行业,300451,szse,CNY,STOCK,STK
300452,300452,山河药辅,其它行业,300452,szse,CNY,STOCK,STK
300453,300453,三鑫医疗,其它行业,300453,szse,CNY,STOCK,STK
300455,300455,康拓红外,其它行业,300455,szse,CNY,STOCK,STK
300456,300456,耐威科技,其它行业,300456,szse,CNY,STOCK,STK
300457,300457,赢合科技,其它行业,300457,szse,CNY,STOCK,STK
300458,300458,全志科技,其它行业,300458,szse,CNY,STOCK,STK
300459,300459,金科娱乐,其它行业,300459,szse,CNY,STOCK,STK
300460,300460,惠伦晶体,其它行业,300460,szse,CNY,STOCK,STK
300461,300461,田中精机,其它行业,300461,szse,CNY,STOCK,STK
300462,300462,华铭智能,其它行业,300462,szse,CNY,STOCK,STK
300463,300463,迈克生物,其它行业,300463,szse,CNY,STOCK,STK
300465,300465,高伟达,其它行业,300465,szse,CNY,STOCK,STK
300466,300466,赛摩电气,其它行业,300466,szse,CNY,STOCK,STK
300467,300467,迅游科技,其它行业,300467,szse,CNY,STOCK,STK
300468,300468,四方精创,其它行业,300468,szse,CNY,STOCK,STK
300601,300601,康泰生物,次新股,300601,szse,CNY,STOCK,STK
300602,300602,飞荣达,次新股,300602,szse,CNY,STOCK,STK
300603,300603,立昂技术,次新股,300603,szse,CNY,STOCK,STK
300605,300605,恒锋信息,次新股,300605,szse,CNY,STOCK,STK
300606,300606,金太阳,次新股,300606,szse,CNY,STOCK,STK
300607,300607,拓斯达,次新股,300607,szse,CNY,STOCK,STK
300608,300608,思特奇,次新股,300608,szse,CNY,STOCK,STK
300609,300609,汇纳科技,次新股,300609,szse,CNY,STOCK,STK
300610,300610,晨化股份,次新股,300610,szse,CNY,STOCK,STK
300611,300611,美力科技,次新股,300611,szse,CNY,STOCK,STK
300612,300612,宣亚国际,次新股,300612,szse,CNY,STOCK,STK
300613,300613,富瀚微,次新股,300613,szse,CNY,STOCK,STK
300615,300615,欣天科技,次新股,300615,szse,CNY,STOCK,STK
300616,300616,尚品宅配,次新股,300616,szse,CNY,STOCK,STK
300617,300617,安靠智电,次新股,300617,szse,CNY,STOCK,STK
300618,300618,寒锐钴业,次新股,300618,szse,CNY,STOCK,STK
300619,300619,金银河,次新股,300619,szse,CNY,STOCK,STK
300620,300620,光库科技,次新股,300620,szse,CNY,STOCK,STK
300621,300621,维业股份,次新股,300621,szse,CNY,STOCK,STK
300622,300622,博士眼镜,次新股,300622,szse,CNY,STOCK,STK
300623,300623,捷捷微电,次新股,300623,szse,CNY,STOCK,STK
300625,300625,三雄极光,次新股,300625,szse,CNY,STOCK,STK
300626,300626,华瑞股份,次新股,300626,szse,CNY,STOCK,STK
300627,300627,华测导航,次新股,300627,szse,CNY,STOCK,STK
300628,300628,亿联网络,次新股,300628,szse,CNY,STOCK,STK
300629,300629,新劲刚,次新股,300629,szse,CNY,STOCK,STK
300631,300631,久吾高科,次新股,300631,szse,CNY,STOCK,STK
600000,600000,浦发银行,金融行业,600000,sse,CNY,STOCK,STK
600004,600004,白云机场,交通运输,600004,sse,CNY,STOCK,STK
600005,600005,武钢股份,钢铁行业,600005,sse,CNY,STOCK,STK
600006,600006,东风汽车,汽车制造,600006,sse,CNY,STOCK,STK
600007,600007,中国国贸,开发区,600007,sse,CNY,STOCK,STK
600008,600008,首创股份,环保行业,600008,sse,CNY,STOCK,STK
600009,600009,上海机场,交通运输,600009,sse,CNY,STOCK,STK
600010,600010,包钢股份,钢铁行业,600010,sse,CNY,STOCK,STK
600011,600011,华能国际,电力行业,600011,sse,CNY,STOCK,STK
600012,600012,皖通高速,公路桥梁,600012,sse,CNY,STOCK,STK
600015,600015,华夏银行,金融行业,600015,sse,CNY,STOCK,STK
600016,600016,民生银行,金融行业,600016,sse,CNY,STOCK,STK
600017,600017,日照港,交通运输,600017,sse,CNY,STOCK,STK
600018,600018,上港集团,交通运输,600018,sse,CNY,STOCK,STK
600019,600019,宝钢股份,钢铁行业,600019,sse,CNY,STOCK,STK
600020,600020,中原高速,公路桥梁,600020,sse,CNY,STOCK,STK
600021,600021,上海电力,电力行业,600021,sse,CNY,STOCK,STK
600022,600022,山东钢铁,钢铁行业,600022,sse,CNY,STOCK,STK
600023,600023,浙能电力,电力行业,600023,sse,CNY,STOCK,STK
600026,600026,中远海能,交通运输,600026,sse,CNY,STOCK,STK
600027,600027,华电国际,电力行业,600027,sse,CNY,STOCK,STK
600028,600028,中国石化,石油行业,600028,sse,CNY,STOCK,STK
600029,600029,南方航空,交通运输,600029,sse,CNY,STOCK,STK
600030,600030,中信证券,金融行业,600030,sse,CNY,STOCK,STK
600031,600031,三一重工,机械行业,600031,sse,CNY,STOCK,STK
600033,600033,福建高速,公路桥梁,600033,sse,CNY,STOCK,STK
600035,600035,楚天高速,公路桥梁,600035,sse,CNY,STOCK,STK
600036,600036,招商银行,金融行业,600036,sse,CNY,STOCK,STK
600037,600037,歌华有线,传媒娱乐,600037,sse,CNY,STOCK,STK
600038,600038,中直股份,飞机制造,600038,sse,CNY,STOCK,STK
600039,600039,四川路桥,建筑建材,600039,sse,CNY,STOCK,STK
600048,600048,保利地产,房地产,600048,sse,CNY,STOCK,STK
600050,600050,中国联通,电子信息,600050,sse,CNY,STOCK,STK
600051,600051,宁波联合,综合行业,600051,sse,CNY,STOCK,STK
600052,600052,浙江广厦,房地产,600052,sse,CNY,STOCK,STK
600053,600053,九鼎投资,房地产,600053,sse,CNY,STOCK,STK
600054,600054,黄山旅游,酒店旅游,600054,sse,CNY,STOCK,STK
600055,600055,万东医疗,医疗器械,600055,sse,CNY,STOCK,STK
600056,600056,中国医药,商业百货,600056,sse,CNY,STOCK,STK
600057,600057,象屿股份,交通运输,600057,sse,CNY,STOCK,STK
600058,600058,五矿发展,物资外贸,600058,sse,CNY,STOCK,STK
600059,600059,古越龙山,酿酒行业,600059,sse,CNY,STOCK,STK
600060,600060,海信电器,家电行业,600060,sse,CNY,STOCK,STK
600061,600061,国投安信,化纤行业,600061,sse,CNY,STOCK,STK
600062,600062,华润双鹤,生物制药,600062,sse,CNY,STOCK,STK
600063,600063,皖维高新,化纤行业,600063,sse,CNY,STOCK,STK
600064,600064,南京高科,开发区,600064,sse,CNY,STOCK,STK
600066,600066,宇通客车,汽车制造,600066,sse,CNY,STOCK,STK
600067,600067,冠城大通,房地产,600067,sse,CNY,STOCK,STK
600068,600068,葛洲坝,建筑建材,600068,sse,CNY,STOCK,STK
600069,600069,银鸽投资,造纸行业,600069,sse,CNY,STOCK,STK
600070,600070,浙江富润,纺织行业,600070,sse,CNY,STOCK,STK
600072,600072,中船科技,船舶制造,600072,sse,CNY,STOCK,STK
600073,600073,上海梅林,食品行业,600073,sse,CNY,STOCK,STK
600074,600074,保千里,电子信息,600074,sse,CNY,STOCK,STK
600075,600075,新疆天业,化工行业,600075,sse,CNY,STOCK,STK
600076,600076,康欣新材,电子信息,600076,sse,CNY,STOCK,STK
600077,600077,宋都股份,房地产,600077,sse,CNY,STOCK,STK
600078,600078,澄星股份,化工行业,600078,sse,CNY,STOCK,STK
600079,600079,人福医药,生物制药,600079,sse,CNY,STOCK,STK
600080,600080,金花股份,生物制药,600080,sse,CNY,STOCK,STK
600081,600081,东风科技,汽车制造,600081,sse,CNY,STOCK,STK
600082,600082,海泰发展,房地产,600082,sse,CNY,STOCK,STK
600083,600083,博信股份,电子器件,600083,sse,CNY,STOCK,STK
600084,600084,中葡股份,酿酒行业,600084,sse,CNY,STOCK,STK
600085,600085,同仁堂,生物制药,600085,sse,CNY,STOCK,STK
600086,600086,东方金钰,服装鞋类,600086,sse,CNY,STOCK,STK
600088,600088,中视传媒,传媒娱乐,600088,sse,CNY,STOCK,STK
600089,600089,特变电工,发电设备,600089,sse,CNY,STOCK,STK
600090,600090,同济堂,酿酒行业,600090,sse,CNY,STOCK,STK
