sid,symbol,name,c_name,localSymbol,exchange,currency,gateway,secType
2261,002261,拓维信息,电子信息,002261,szse,CNY,STOCK,STK
2262,002262,恩华药业,生物制药,002262,szse,CNY,STOCK,STK
2263,002263,大 东 南,塑料制品,002263,szse,CNY,STOCK,STK
2264,002264,新 华 都,商业百货,002264,szse,CNY,STOCK,STK
2265,002265,西仪股份,汽车制造,002265,szse,CNY,STOCK,STK
2266,002266,浙富控股,电器行业,002266,szse,CNY,STOCK,STK
2267,002267,陕天然气,供水供气,002267,szse,CNY,STOCK,STK
2268,002268,卫 士 通,电子信息,002268,szse,CNY,STOCK,STK
2269,002269,美邦服饰,服装鞋类,002269,szse,CNY,STOCK,STK
2270,002270,华明装备,机械行业,002270,szse,CNY,STOCK,STK
2271,002271,东方雨虹,建筑建材,002271,szse,CNY,STOCK,STK
2272,002272,川润股份,机械行业,002272,szse,CNY,STOCK,STK
2273,002273,水晶光电,电子器件,002273,szse,CNY,STOCK,STK
2274,002274,华昌化工,农药化肥,002274,szse,CNY,STOCK,STK
2275,002275,桂林三金,生物制药,002275,szse,CNY,STOCK,STK
2276,002276,万马股份,发电设备,002276,szse,CNY,STOCK,STK
2277,002277,友阿股份,商业百货,002277,szse,CNY,STOCK,STK
2278,002278,神开股份,机械行业,002278,szse,CNY,STOCK,STK
2279,002279,久其软件,电子信息,002279,szse,CNY,STOCK,STK
2280,002280,联络互动,电子信息,002280,szse,CNY,STOCK,STK
2281,002281,光迅科技,电子信息,002281,szse,CNY,STOCK,STK
2282,002282,博深工具,机械行业,002282,szse,CNY,STOCK,STK
2283,002283,天润曲轴,汽车制造,002283,szse,CNY,STOCK,STK
2284,002284,亚太股份,汽车制造,002284,szse,CNY,STOCK,STK
2285,002285,世联行,房地产,002285,szse,CNY,STOCK,STK
2286,002286,保龄宝,食品行业,002286,szse,CNY,STOCK,STK
2287,002287,奇正藏药,生物制药,002287,szse,CNY,STOCK,STK
2288,002288,超华科技,电子器件,002288,szse,CNY,STOCK,STK
2289,002289,*ST宇顺,电子器件,002289,szse,CNY,STOCK,STK
2290,002290,中科新材,家电行业,002290,szse,CNY,STOCK,STK
2291,002291,星期六,服装鞋类,002291,szse,CNY,STOCK,STK
2292,002292,奥飞娱乐,传媒娱乐,002292,szse,CNY,STOCK,STK
2293,002293,罗莱生活,服装鞋类,002293,szse,CNY,STOCK,STK
2294,002294,信立泰,生物制药,002294,szse,CNY,STOCK,STK
2295,002295,精艺股份,有色金属,002295,szse,CNY,STOCK,STK
2296,002296,辉煌科技,电子信息,002296,szse,CNY,STOCK,STK
2297,002297,博云新材,其它行业,002297,szse,CNY,STOCK,STK
2298,002298,中电鑫龙,电器行业,002298,szse,CNY,STOCK,STK
2299,002299,圣农发展,农林牧渔,002299,szse,CNY,STOCK,STK
2300,002300,太阳电缆,发电设备,002300,szse,CNY,STOCK,STK
2302,002302,西部建设,水泥行业,002302,szse,CNY,STOCK,STK
2303,002303,美盈森,造纸行业,002303,szse,CNY,STOCK,STK
2304,002304,洋河股份,酿酒行业,002304,szse,CNY,STOCK,STK
2305,002305,南国置业,房地产,002305,szse,CNY,STOCK,STK
2306,002306,中科云网,酒店旅游,002306,szse,CNY,STOCK,STK
2307,002307,北新路桥,建筑建材,002307,szse,CNY,STOCK,STK
2308,002308,威创股份,电子信息,002308,szse,CNY,STOCK,STK
2309,002309,中利集团,电器行业,002309,szse,CNY,STOCK,STK
2310,002310,东方园林,建筑建材,002310,szse,CNY,STOCK,STK
2311,002311,海大集团,农林牧渔,002311,szse,CNY,STOCK,STK
2312,002312,三泰控股,电子信息,002312,szse,CNY,STOCK,STK
2313,002313,日海通讯,电子信息,002313,szse,CNY,STOCK,STK
2314,002314,南山控股,建筑建材,002314,szse,CNY,STOCK,STK
2315,002315,焦点科技,电子信息,002315,szse,CNY,STOCK,STK
2316,002316,键桥通讯,电子信息,002316,szse,CNY,STOCK,STK
2317,002317,众生药业,生物制药,002317,szse,CNY,STOCK,STK
2318,002318,久立特材,钢铁行业,002318,szse,CNY,STOCK,STK
2319,002319,乐通股份,化工行业,002319,szse,CNY,STOCK,STK
2320,002320,海峡股份,交通运输,002320,szse,CNY,STOCK,STK
2321,002321,华英农业,农林牧渔,002321,szse,CNY,STOCK,STK
2322,002322,理工环科,电器行业,002322,szse,CNY,STOCK,STK
2323,002323,雅百特,发电设备,002323,szse,CNY,STOCK,STK
2324,002324,普利特,塑料制品,002324,szse,CNY,STOCK,STK
2325,002325,洪涛股份,建筑建材,002325,szse,CNY,STOCK,STK
2326,002326,永太科技,化工行业,002326,szse,CNY,STOCK,STK
2327,002327,富安娜,服装鞋类,002327,szse,CNY,STOCK,STK
2328,002328,新朋股份,机械行业,002328,szse,CNY,STOCK,STK
2329,002329,皇氏集团,食品行业,002329,szse,CNY,STOCK,STK
2330,002330,得利斯,食品行业,002330,szse,CNY,STOCK,STK
2331,002331,皖通科技,电子信息,002331,szse,CNY,STOCK,STK
2332,002332,仙琚制药,生物制药,002332,szse,CNY,STOCK,STK
2333,002333,罗普斯金,有色金属,002333,szse,CNY,STOCK,STK
2334,002334,英威腾,电器行业,002334,szse,CNY,STOCK,STK
2335,002335,科华恒盛,电器行业,002335,szse,CNY,STOCK,STK
2336,002336,*ST人乐,商业百货,002336,szse,CNY,STOCK,STK
2337,002337,赛象科技,机械行业,002337,szse,CNY,STOCK,STK
2338,002338,奥普光电,仪器仪表,002338,szse,CNY,STOCK,STK
2339,002339,积成电子,电器行业,002339,szse,CNY,STOCK,STK
2340,002340,格林美,有色金属,002340,szse,CNY,STOCK,STK
2341,002341,新纶科技,化工行业,002341,szse,CNY,STOCK,STK
2342,002342,巨力索具,机械行业,002342,szse,CNY,STOCK,STK
2343,002343,慈文传媒,塑料制品,002343,szse,CNY,STOCK,STK
2344,002344,海宁皮城,商业百货,002344,szse,CNY,STOCK,STK
2345,002345,潮宏基,服装鞋类,002345,szse,CNY,STOCK,STK
2346,002346,柘中股份,水泥行业,002346,szse,CNY,STOCK,STK
2347,002347,泰尔股份,机械行业,002347,szse,CNY,STOCK,STK
2349,002349,精华制药,生物制药,002349,szse,CNY,STOCK,STK
2350,002350,北京科锐,发电设备,002350,szse,CNY,STOCK,STK
2351,002351,漫步者,电子信息,002351,szse,CNY,STOCK,STK
2352,002352,顺丰控股,钢铁行业,002352,szse,CNY,STOCK,STK
2353,002353,杰瑞股份,机械行业,002353,szse,CNY,STOCK,STK
2354,002354,天神娱乐,电子信息,002354,szse,CNY,STOCK,STK
2355,002355,兴民智通,汽车制造,002355,szse,CNY,STOCK,STK
2356,002356,赫美集团,仪器仪表,002356,szse,CNY,STOCK,STK
2357,002357,富临运业,交通运输,002357,szse,CNY,STOCK,STK
2358,002358,森源电气,发电设备,002358,szse,CNY,STOCK,STK
2359,002359,齐星铁塔,钢铁行业,002359,szse,CNY,STOCK,STK
2360,002360,同德化工,化工行业,002360,szse,CNY,STOCK,STK
2361,002361,神剑股份,化工行业,002361,szse,CNY,STOCK,STK
2362,002362,汉王科技,电子信息,002362,szse,CNY,STOCK,STK
2363,002363,隆基机械,汽车制造,002363,szse,CNY,STOCK,STK
2364,002364,中恒电气,电器行业,002364,szse,CNY,STOCK,STK
2365,002365,永安药业,生物制药,002365,szse,CNY,STOCK,STK
2366,002366,台海核电,机械行业,002366,szse,CNY,STOCK,STK
2367,002367,康力电梯,交通运输,002367,szse,CNY,STOCK,STK
2368,002368,太极股份,电子信息,002368,szse,CNY,STOCK,STK
2369,002369,卓翼科技,电子信息,002369,szse,CNY,STOCK,STK
2370,002370,亚太药业,生物制药,002370,szse,CNY,STOCK,STK
2371,002371,北方华创,电子器件,002371,szse,CNY,STOCK,STK
2372,002372,伟星新材,建筑建材,002372,szse,CNY,STOCK,STK
2373,002373,千方科技,电子信息,002373,szse,CNY,STOCK,STK
2374,002374,丽鹏股份,印刷包装,002374,szse,CNY,STOCK,STK
2375,002375,亚厦股份,建筑建材,002375,szse,CNY,STOCK,STK
2376,002376,新北洋,电子信息,002376,szse,CNY,STOCK,STK
2377,002377,国创高新,化工行业,002377,szse,CNY,STOCK,STK
2378,002378,章源钨业,有色金属,002378,szse,CNY,STOCK,STK
2379,002379,*ST鲁丰,有色金属,002379,szse,CNY,STOCK,STK
2380,002380,科远股份,电器行业,002380,szse,CNY,STOCK,STK
2381,002381,双箭股份,化工行业,002381,szse,CNY,STOCK,STK
2382,002382,蓝帆医疗,医疗器械,002382,szse,CNY,STOCK,STK
2383,002383,合众思壮,电子信息,002383,szse,CNY,STOCK,STK
2384,002384,东山精密,电子信息,002384,szse,CNY,STOCK,STK
2385,002385,大北农,农林牧渔,002385,szse,CNY,STOCK,STK
2386,002386,天原集团,化工行业,002386,szse,CNY,STOCK,STK
2387,002387,黑牛食品,食品行业,002387,szse,CNY,STOCK,STK
2388,002388,新亚制程,电子器件,002388,szse,CNY,STOCK,STK
2389,002389,南洋科技,电子器件,002389,szse,CNY,STOCK,STK
2390,002390,信邦制药,生物制药,002390,szse,CNY,STOCK,STK
2391,002391,长青股份,农药化肥,002391,szse,CNY,STOCK,STK
2392,002392,北京利尔,建筑建材,002392,szse,CNY,STOCK,STK
2393,002393,力生制药,生物制药,002393,szse,CNY,STOCK,STK
2394,002394,联发股份,纺织行业,002394,szse,CNY,STOCK,STK
2395,002395,双象股份,化工行业,002395,szse,CNY,STOCK,STK
2396,002396,星网锐捷,电子信息,002396,szse,CNY,STOCK,STK
2397,002397,梦洁股份,服装鞋类,002397,szse,CNY,STOCK,STK
2398,002398,建研集团,建筑建材,002398,szse,CNY,STOCK,STK
2399,002399,海普瑞,生物制药,002399,szse,CNY,STOCK,STK
2400,002400,省广股份,印刷包装,002400,szse,CNY,STOCK,STK
2401,002401,中海科技,电子信息,002401,szse,CNY,STOCK,STK
2402,002402,和而泰,电子器件,002402,szse,CNY,STOCK,STK
2403,002403,爱仕达,家电行业,002403,szse,CNY,STOCK,STK
2404,002404,嘉欣丝绸,纺织行业,002404,szse,CNY,STOCK,STK
2405,002405,四维图新,电子信息,002405,szse,CNY,STOCK,STK
2406,002406,远东传动,汽车制造,002406,szse,CNY,STOCK,STK
2407,002407,多氟多,化工行业,002407,szse,CNY,STOCK,STK
2408,002408,齐翔腾达,化工行业,002408,szse,CNY,STOCK,STK
2409,002409,雅克科技,化工行业,002409,szse,CNY,STOCK,STK
2410,002410,广联达,电子信息,002410,szse,CNY,STOCK,STK
2411,002411,必康股份,化工行业,002411,szse,CNY,STOCK,STK
2412,002412,汉森制药,生物制药,002412,szse,CNY,STOCK,STK
2413,002413,雷科防务,机械行业,002413,szse,CNY,STOCK,STK
2414,002414,高德红外,仪器仪表,002414,szse,CNY,STOCK,STK
2415,002415,海康威视,仪器仪表,002415,szse,CNY,STOCK,STK
2416,002416,爱施德,商业百货,002416,szse,CNY,STOCK,STK
2417,002417,三元达,电子信息,002417,szse,CNY,STOCK,STK
2418,002418,康盛股份,机械行业,002418,szse,CNY,STOCK,STK
2419,002419,天虹商场,商业百货,002419,szse,CNY,STOCK,STK
2420,002420,毅昌股份,塑料制品,002420,szse,CNY,STOCK,STK
2421,002421,达实智能,电子信息,002421,szse,CNY,STOCK,STK
2422,002422,科伦药业,生物制药,002422,szse,CNY,STOCK,STK
2423,002423,*ST中特,钢铁行业,002423,szse,CNY,STOCK,STK
2424,002424,贵州百灵,生物制药,002424,szse,CNY,STOCK,STK
2425,002425,凯撒文化,服装鞋类,002425,szse,CNY,STOCK,STK
2426,002426,胜利精密,电子器件,002426,szse,CNY,STOCK,STK
2427,002427,尤夫股份,化纤行业,002427,szse,CNY,STOCK,STK
2428,002428,云南锗业,有色金属,002428,szse,CNY,STOCK,STK
2429,002429,兆驰股份,家电行业,002429,szse,CNY,STOCK,STK
2430,002430,杭氧股份,机械行业,002430,szse,CNY,STOCK,STK
2431,002431,棕榈股份,建筑建材,002431,szse,CNY,STOCK,STK
2432,002432,九安医疗,医疗器械,002432,szse,CNY,STOCK,STK
2433,002433,太安堂,生物制药,002433,szse,CNY,STOCK,STK
2434,002434,万里扬,汽车制造,002434,szse,CNY,STOCK,STK
2435,002435,长江润发,机械行业,002435,szse,CNY,STOCK,STK
2436,002436,兴森科技,电子器件,002436,szse,CNY,STOCK,STK
2437,002437,誉衡药业,生物制药,002437,szse,CNY,STOCK,STK
2438,002438,江苏神通,机械行业,002438,szse,CNY,STOCK,STK
2439,002439,启明星辰,电子信息,002439,szse,CNY,STOCK,STK
2440,002440,闰土股份,化工行业,002440,szse,CNY,STOCK,STK
2441,002441,众业达,商业百货,002441,szse,CNY,STOCK,STK
2442,002442,龙星化工,化工行业,002442,szse,CNY,STOCK,STK
2443,002443,金洲管道,钢铁行业,002443,szse,CNY,STOCK,STK
2444,002444,巨星科技,机械行业,002444,szse,CNY,STOCK,STK
2445,002445,中南文化,机械行业,002445,szse,CNY,STOCK,STK
2446,002446,盛路通信,电子信息,002446,szse,CNY,STOCK,STK
2447,002447,壹桥股份,农林牧渔,002447,szse,CNY,STOCK,STK
2448,002448,中原内配,交通运输,002448,szse,CNY,STOCK,STK
2449,002449,国星光电,电子器件,002449,szse,CNY,STOCK,STK
2450,002450,康得新,化工行业,002450,szse,CNY,STOCK,STK
2451,002451,摩恩电气,发电设备,002451,szse,CNY,STOCK,STK
2452,002452,长高集团,电器行业,002452,szse,CNY,STOCK,STK
2453,002453,天马精化,化工行业,002453,szse,CNY,STOCK,STK
2454,002454,松芝股份,汽车制造,002454,szse,CNY,STOCK,STK
2455,002455,百川股份,化工行业,002455,szse,CNY,STOCK,STK
2456,002456,欧菲光,电子器件,002456,szse,CNY,STOCK,STK
2457,002457,青龙管业,塑料制品,002457,szse,CNY,STOCK,STK
2458,002458,益生股份,农林牧渔,002458,szse,CNY,STOCK,STK
2459,002459,天业通联,机械行业,002459,szse,CNY,STOCK,STK
2460,002460,赣锋锂业,有色金属,002460,szse,CNY,STOCK,STK
2461,002461,珠江啤酒,酿酒行业,002461,szse,CNY,STOCK,STK
2462,002462,嘉事堂,商业百货,002462,szse,CNY,STOCK,STK
2463,002463,沪电股份,电子器件,002463,szse,CNY,STOCK,STK
2464,002464,金利科技,塑料制品,002464,szse,CNY,STOCK,STK
2465,002465,海格通信,电子信息,002465,szse,CNY,STOCK,STK
2466,002466,天齐锂业,化工行业,002466,szse,CNY,STOCK,STK
2467,002467,二六三,电子信息,002467,szse,CNY,STOCK,STK
2468,002468,申通快递,建筑建材,002468,szse,CNY,STOCK,STK
2469,002469,三维工程,建筑建材,002469,szse,CNY,STOCK,STK
2470,002470,金正大,农药化肥,002470,szse,CNY,STOCK,STK
2471,002471,中超控股,发电设备,002471,szse,CNY,STOCK,STK
2472,002472,双环传动,机械行业,002472,szse,CNY,STOCK,STK
2473,002473,圣莱达,家电行业,002473,szse,CNY,STOCK,STK
2474,002474,榕基软件,电子信息,002474,szse,CNY,STOCK,STK
2475,002475,立讯精密,电子器件,002475,szse,CNY,STOCK,STK
2476,002476,宝莫股份,化工行业,002476,szse,CNY,STOCK,STK
2477,002477,雏鹰农牧,农林牧渔,002477,szse,CNY,STOCK,STK
2478,002478,常宝股份,钢铁行业,002478,szse,CNY,STOCK,STK
2479,002479,富春环保,电力行业,002479,szse,CNY,STOCK,STK
2480,002480,新筑股份,机械行业,002480,szse,CNY,STOCK,STK
2481,002481,双塔食品,食品行业,002481,szse,CNY,STOCK,STK
2482,002482,广田集团,建筑建材,002482,szse,CNY,STOCK,STK
2483,002483,润邦股份,机械行业,002483,szse,CNY,STOCK,STK
2484,002484,江海股份,电子器件,002484,szse,CNY,STOCK,STK
2485,002485,希努尔,服装鞋类,002485,szse,CNY,STOCK,STK
2486,002486,嘉麟杰,服装鞋类,002486,szse,CNY,STOCK,STK
2487,002487,大金重工,钢铁行业,002487,szse,CNY,STOCK,STK
2488,002488,金固股份,汽车制造,002488,szse,CNY,STOCK,STK
2489,002489,浙江永强,家具行业,002489,szse,CNY,STOCK,STK
2490,002490,山东墨龙,机械行业,002490,szse,CNY,STOCK,STK
2491,002491,通鼎互联,电子信息,002491,szse,CNY,STOCK,STK
2492,002492,恒基达鑫,交通运输,002492,szse,CNY,STOCK,STK
2493,002493,荣盛石化,化纤行业,002493,szse,CNY,STOCK,STK
2494,002494,华斯股份,服装鞋类,002494,szse,CNY,STOCK,STK
2495,002495,佳隆股份,食品行业,002495,szse,CNY,STOCK,STK
2496,002496,辉丰股份,农药化肥,002496,szse,CNY,STOCK,STK
2497,002497,雅化集团,化工行业,002497,szse,CNY,STOCK,STK
2498,002498,汉缆股份,发电设备,002498,szse,CNY,STOCK,STK
2499,002499,科林环保,机械行业,002499,szse,CNY,STOCK,STK
2500,002500,山西证券,金融行业,002500,szse,CNY,STOCK,STK
2501,002501,利源精制,有色金属,002501,szse,CNY,STOCK,STK
2503,002503,搜于特,服装鞋类,002503,szse,CNY,STOCK,STK
2504,002504,弘高创意,电子器件,002504,szse,CNY,STOCK,STK
2505,002505,大康农业,农林牧渔,002505,szse,CNY,STOCK,STK
2506,002506,协鑫集成,电子器件,002506,szse,CNY,STOCK,STK
2507,002507,涪陵榨菜,食品行业,002507,szse,CNY,STOCK,STK
2508,002508,老板电器,家电行业,002508,szse,CNY,STOCK,STK
2509,002509,天广中茂,机械行业,002509,szse,CNY,STOCK,STK
2510,002510,天汽模,汽车制造,002510,szse,CNY,STOCK,STK
2511,002511,中顺洁柔,造纸行业,002511,szse,CNY,STOCK,STK
2512,002512,达华智能,电子器件,002512,szse,CNY,STOCK,STK
2513,002513,*ST蓝丰,农药化肥,002513,szse,CNY,STOCK,STK
2514,002514,宝馨科技,机械行业,002514,szse,CNY,STOCK,STK
2515,002515,金字火腿,食品行业,002515,szse,CNY,STOCK,STK
2516,002516,旷达科技,纺织行业,002516,szse,CNY,STOCK,STK
2517,002517,恺英网络,服装鞋类,002517,szse,CNY,STOCK,STK
2518,002518,科士达,仪器仪表,002518,szse,CNY,STOCK,STK
2519,002519,银河电子,电子信息,002519,szse,CNY,STOCK,STK
2520,002520,日发精机,机械行业,002520,szse,CNY,STOCK,STK
2521,002521,齐峰新材,造纸行业,002521,szse,CNY,STOCK,STK
2522,002522,浙江众成,塑料制品,002522,szse,CNY,STOCK,STK
2523,002523,天桥起重,机械行业,002523,szse,CNY,STOCK,STK
2524,002524,光正集团,钢铁行业,002524,szse,CNY,STOCK,STK
2526,002526,山东矿机,机械行业,002526,szse,CNY,STOCK,STK
2527,002527,新时达,仪器仪表,002527,szse,CNY,STOCK,STK
2528,002528,英飞拓,电子信息,002528,szse,CNY,STOCK,STK
2529,002529,海源机械,机械行业,002529,szse,CNY,STOCK,STK
2530,002530,丰东股份,机械行业,002530,szse,CNY,STOCK,STK
2531,002531,天顺风能,发电设备,002531,szse,CNY,STOCK,STK
2532,002532,新界泵业,机械行业,002532,szse,CNY,STOCK,STK
2533,002533,金杯电工,发电设备,002533,szse,CNY,STOCK,STK
2534,002534,杭锅股份,机械行业,002534,szse,CNY,STOCK,STK
2535,002535,林州重机,机械行业,002535,szse,CNY,STOCK,STK
2536,002536,西泵股份,汽车制造,002536,szse,CNY,STOCK,STK
2537,002537,海立美达,机械行业,002537,szse,CNY,STOCK,STK
2538,002538,司尔特,农药化肥,002538,szse,CNY,STOCK,STK
2539,002539,云图控股,农药化肥,002539,szse,CNY,STOCK,STK
2540,002540,亚太科技,有色金属,002540,szse,CNY,STOCK,STK
2541,002541,鸿路钢构,钢铁行业,002541,szse,CNY,STOCK,STK
2542,002542,中化岩土,建筑建材,002542,szse,CNY,STOCK,STK
2543,002543,万和电气,家电行业,002543,szse,CNY,STOCK,STK
2544,002544,杰赛科技,电子信息,002544,szse,CNY,STOCK,STK
2545,002545,东方铁塔,钢铁行业,002545,szse,CNY,STOCK,STK
2546,002546,新联电子,电器行业,002546,szse,CNY,STOCK,STK
2547,002547,春兴精工,电子信息,002547,szse,CNY,STOCK,STK
2548,002548,金新农,农林牧渔,002548,szse,CNY,STOCK,STK
2549,002549,凯美特气,环保行业,002549,szse,CNY,STOCK,STK
2550,002550,千红制药,生物制药,002550,szse,CNY,STOCK,STK
2551,002551,尚荣医疗,医疗器械,002551,szse,CNY,STOCK,STK
2552,002552,宝鼎科技,机械行业,002552,szse,CNY,STOCK,STK
2553,002553,南方轴承,机械行业,002553,szse,CNY,STOCK,STK
2554,002554,惠博普,石油行业,002554,szse,CNY,STOCK,STK
2555,002555,三七互娱,汽车制造,002555,szse,CNY,STOCK,STK
2556,002556,辉隆股份,商业百货,002556,szse,CNY,STOCK,STK
2557,002557,洽洽食品,食品行业,002557,szse,CNY,STOCK,STK
2558,002558,世纪游轮,酒店旅游,002558,szse,CNY,STOCK,STK
2559,002559,亚威股份,机械行业,002559,szse,CNY,STOCK,STK
2560,002560,通达股份,发电设备,002560,szse,CNY,STOCK,STK
2561,002561,徐家汇,商业百货,002561,szse,CNY,STOCK,STK
2562,002562,兄弟科技,化工行业,002562,szse,CNY,STOCK,STK
2563,002563,森马服饰,服装鞋类,002563,szse,CNY,STOCK,STK
2564,002564,天沃科技,机械行业,002564,szse,CNY,STOCK,STK
2565,002565,顺灏股份,造纸行业,002565,szse,CNY,STOCK,STK
2566,002566,益盛药业,生物制药,002566,szse,CNY,STOCK,STK
2567,002567,唐人神,农林牧渔,002567,szse,CNY,STOCK,STK
2568,002568,百润股份,食品行业,002568,szse,CNY,STOCK,STK
2569,002569,步森股份,服装鞋类,002569,szse,CNY,STOCK,STK
2570,002570,贝因美,食品行业,002570,szse,CNY,STOCK,STK
2571,002571,德力股份,玻璃行业,002571,szse,CNY,STOCK,STK
2572,002572,索菲亚,家具行业,002572,szse,CNY,STOCK,STK
2573,002573,清新环境,环保行业,002573,szse,CNY,STOCK,STK
2574,002574,明牌珠宝,服装鞋类,002574,szse,CNY,STOCK,STK
2576,002576,通达动力,电器行业,002576,szse,CNY,STOCK,STK
2577,002577,雷柏科技,电子信息,002577,szse,CNY,STOCK,STK
2578,002578,闽发铝业,有色金属,002578,szse,CNY,STOCK,STK
2579,002579,中京电子,电子器件,002579,szse,CNY,STOCK,STK
2580,002580,圣阳股份,电器行业,002580,szse,CNY,STOCK,STK
2581,002581,未名医药,化工行业,002581,szse,CNY,STOCK,STK
2582,002582,好想你,食品行业,002582,szse,CNY,STOCK,STK
2583,002583,海能达,电子信息,002583,szse,CNY,STOCK,STK
2584,002584,西陇科学,化工行业,002584,szse,CNY,STOCK,STK
2585,002585,双星新材,塑料制品,002585,szse,CNY,STOCK,STK
2586,002586,围海股份,建筑建材,002586,szse,CNY,STOCK,STK
2587,002587,奥拓电子,电子器件,002587,szse,CNY,STOCK,STK
2588,002588,史丹利,农药化肥,002588,szse,CNY,STOCK,STK
2589,002589,瑞康医药,商业百货,002589,szse,CNY,STOCK,STK
2590,002590,万安科技,汽车制造,002590,szse,CNY,STOCK,STK
2591,002591,恒大高新,机械行业,002591,szse,CNY,STOCK,STK
2592,002592,八菱科技,交通运输,002592,szse,CNY,STOCK,STK
2593,002593,日上集团,汽车制造,002593,szse,CNY,STOCK,STK
2594,002594,比亚迪,汽车制造,002594,szse,CNY,STOCK,STK
2595,002595,豪迈科技,机械行业,002595,szse,CNY,STOCK,STK
2596,002596,海南瑞泽,建筑建材,002596,szse,CNY,STOCK,STK
2597,002597,金禾实业,化工行业,002597,szse,CNY,STOCK,STK
2598,002598,山东章鼓,机械行业,002598,szse,CNY,STOCK,STK
2599,002599,盛通股份,印刷包装,002599,szse,CNY,STOCK,STK
2600,002600,江粉磁材,电子器件,002600,szse,CNY,STOCK,STK
2601,002601,龙蟒佰利,化工行业,002601,szse,CNY,STOCK,STK
2602,002602,世纪华通,汽车制造,002602,szse,CNY,STOCK,STK
2603,002603,以岭药业,生物制药,002603,szse,CNY,STOCK,STK
2604,002604,龙力生物,食品行业,002604,szse,CNY,STOCK,STK
2606,002606,大连电瓷,电器行业,002606,szse,CNY,STOCK,STK
2607,002607,亚夏汽车,汽车制造,002607,szse,CNY,STOCK,STK
2608,002608,*ST舜船,船舶制造,002608,szse,CNY,STOCK,STK
2609,002609,捷顺科技,电子信息,002609,szse,CNY,STOCK,STK
2611,002611,东方精工,机械行业,002611,szse,CNY,STOCK,STK
2612,002612,朗姿股份,服装鞋类,002612,szse,CNY,STOCK,STK
2613,002613,北玻股份,机械行业,002613,szse,CNY,STOCK,STK
2614,002614,蒙发利,医疗器械,002614,szse,CNY,STOCK,STK
2615,002615,哈尔斯,钢铁行业,002615,szse,CNY,STOCK,STK
2616,002616,长青集团,环保行业,002616,szse,CNY,STOCK,STK
2617,002617,露笑科技,电器行业,002617,szse,CNY,STOCK,STK
2617,002617,露笑科技,有色金属,002617,szse,CNY,STOCK,STK
2618,002618,丹邦科技,电子器件,002618,szse,CNY,STOCK,STK
2619,002619,巨龙管业,水泥行业,002619,szse,CNY,STOCK,STK
2620,002620,瑞和股份,建筑建材,002620,szse,CNY,STOCK,STK
2621,002621,三垒股份,机械行业,002621,szse,CNY,STOCK,STK
2622,002622,融钰集团,发电设备,002622,szse,CNY,STOCK,STK
2623,002623,亚玛顿,玻璃行业,002623,szse,CNY,STOCK,STK
2624,002624,完美世界,传媒娱乐,002624,szse,CNY,STOCK,STK
2625,002625,龙生股份,汽车制造,002625,szse,CNY,STOCK,STK
2626,002626,金达威,食品行业,002626,szse,CNY,STOCK,STK
2627,002627,宜昌交运,交通运输,002627,szse,CNY,STOCK,STK
2628,002628,成都路桥,建筑建材,002628,szse,CNY,STOCK,STK
2629,002629,仁智股份,石油行业,002629,szse,CNY,STOCK,STK
2630,002630,华西能源,机械行业,002630,szse,CNY,STOCK,STK
2631,002631,德尔未来,家具行业,002631,szse,CNY,STOCK,STK
2632,002632,道明光学,化工行业,002632,szse,CNY,STOCK,STK
2633,002633,申科股份,机械行业,002633,szse,CNY,STOCK,STK
2634,002634,棒杰股份,服装鞋类,002634,szse,CNY,STOCK,STK
2635,002635,安洁科技,电子信息,002635,szse,CNY,STOCK,STK
2636,002636,金安国纪,电子器件,002636,szse,CNY,STOCK,STK
2637,002637,赞宇科技,化工行业,002637,szse,CNY,STOCK,STK
2638,002638,勤上股份,电子器件,002638,szse,CNY,STOCK,STK
2639,002639,雪人股份,机械行业,002639,szse,CNY,STOCK,STK
2640,002640,跨境通,服装鞋类,002640,szse,CNY,STOCK,STK
2641,002641,永高股份,塑料制品,002641,szse,CNY,STOCK,STK
2642,002642,荣之联,电子信息,002642,szse,CNY,STOCK,STK
2643,002643,万润股份,化工行业,002643,szse,CNY,STOCK,STK
2644,002644,佛慈制药,生物制药,002644,szse,CNY,STOCK,STK
2645,002645,华宏科技,机械行业,002645,szse,CNY,STOCK,STK
2646,002646,青青稞酒,酿酒行业,002646,szse,CNY,STOCK,STK
2647,002647,民盛金科,电器行业,002647,szse,CNY,STOCK,STK
2648,002648,卫星石化,化工行业,002648,szse,CNY,STOCK,STK
2649,002649,博彦科技,电子信息,002649,szse,CNY,STOCK,STK
2650,002650,加加食品,食品行业,002650,szse,CNY,STOCK,STK
2651,002651,利君股份,机械行业,002651,szse,CNY,STOCK,STK
2652,002652,扬子新材,建筑建材,002652,szse,CNY,STOCK,STK
2653,002653,海思科,生物制药,002653,szse,CNY,STOCK,STK
2654,002654,万润科技,电子器件,002654,szse,CNY,STOCK,STK
2655,002655,共达电声,电子器件,002655,szse,CNY,STOCK,STK
2656,002656,摩登大道,服装鞋类,002656,szse,CNY,STOCK,STK
2657,002657,中科金财,电子信息,002657,szse,CNY,STOCK,STK
2658,002658,雪迪龙,仪器仪表,002658,szse,CNY,STOCK,STK
2659,002659,中泰桥梁,建筑建材,002659,szse,CNY,STOCK,STK
2660,002660,茂硕电源,发电设备,002660,szse,CNY,STOCK,STK
